Country,S/N,CODE,STATE,NAME,WIKIDATA,MS_FB_PARE,MS_FB
Nigeria,658,SC/658/LA,Lagos,Lagos Island I,Q59819570,country:ng/state:la,country:ng/state:la/state-assembly-constituency:658
Nigeria,659,SC/659/LA,Lagos,Lagos Island II,Q59819571,country:ng/state:la,country:ng/state:la/state-assembly-constituency:659
Nigeria,660,SC/660/LA,Lagos,Lagos Mainland I,Q59819572,country:ng/state:la,country:ng/state:la/state-assembly-constituency:660
Nigeria,661,SC/661/LA,Lagos,Lagos Mainland II,Q59819573,country:ng/state:la,country:ng/state:la/state-assembly-constituency:661
Nigeria,662,SC/662/LA,Lagos,Mushin I,Q59819574,country:ng/state:la,country:ng/state:la/state-assembly-constituency:662
Nigeria,663,SC/663/LA,Lagos,Mushin II,Q59819575,country:ng/state:la,country:ng/state:la/state-assembly-constituency:663
Nigeria,664,SC/664/LA,Lagos,Ojo I,Q59819577,country:ng/state:la,country:ng/state:la/state-assembly-constituency:664
Nigeria,665,SC/665/LA,Lagos,Ojo II,Q59819578,country:ng/state:la,country:ng/state:la/state-assembly-constituency:665
Nigeria,666,SC/666/LA,Lagos,Oshodi/Isolo I,Q59819579,country:ng/state:la,country:ng/state:la/state-assembly-constituency:666
Nigeria,667,SC/667/LA,Lagos,Oshodi/Isolo Ii,Q59819581,country:ng/state:la,country:ng/state:la/state-assembly-constituency:667
Nigeria,668,SC/668/LA,Lagos,Shomolu I,Q59819582,country:ng/state:la,country:ng/state:la/state-assembly-constituency:668
Nigeria,669,SC/669/LA,Lagos,Shomolu II,Q59819583,country:ng/state:la,country:ng/state:la/state-assembly-constituency:669
Nigeria,670,SC/670/LA,Lagos,Surulere I,Q59819584,country:ng/state:la,country:ng/state:la/state-assembly-constituency:670
Nigeria,671,SC/671/LA,Lagos,Surulere II,Q59819585,country:ng/state:la,country:ng/state:la/state-assembly-constituency:671
Nigeria,672,SC/672/NW,Nasarawa State,Akwanga North,Q59819586,country:ng/state:na,country:ng/state:na/state-assembly-constituency:672
Nigeria,673,SC/673/NW,Nasarawa State,Akwanga South,Q59819587,country:ng/state:na,country:ng/state:na/state-assembly-constituency:673
Nigeria,674,SC/674/NW,Nasarawa State,Awe North,Q59819588,country:ng/state:na,country:ng/state:na/state-assembly-constituency:674
Nigeria,675,SC/675/NW,Nasarawa State,Awe South,Q59819589,country:ng/state:na,country:ng/state:na/state-assembly-constituency:675
Nigeria,676,SC/676/NW,Nasarawa State,Doma North,Q59819592,country:ng/state:na,country:ng/state:na/state-assembly-constituency:676
Nigeria,677,SC/677/NW,Nasarawa State,Doma South,Q59819593,country:ng/state:na,country:ng/state:na/state-assembly-constituency:677
Nigeria,678,SC/678/NW,Nasarawa State,Karu/Gitata,Q59819594,country:ng/state:na,country:ng/state:na/state-assembly-constituency:678
Nigeria,679,SC/679/NW,Nasarawa State,Karshi/Uke,Q59819595,country:ng/state:na,country:ng/state:na/state-assembly-constituency:679
Nigeria,681,SC/681/NW,Nasarawa State,Keffi West,Q59819597,country:ng/state:na,country:ng/state:na/state-assembly-constituency:681
Nigeria,682,SC/682/NW,Nasarawa State,Keffi East,Q59819598,country:ng/state:na,country:ng/state:na/state-assembly-constituency:682
Nigeria,683,SC/683/NW,Nasarawa State,Kokona East,Q59819599,country:ng/state:na,country:ng/state:na/state-assembly-constituency:683
Nigeria,684,SC/684/NW,Nasarawa State,Kokona West,Q59819600,country:ng/state:na,country:ng/state:na/state-assembly-constituency:684
Nigeria,685,SC/685/NW,Nasarawa State,Lafia Central,Q59819604,country:ng/state:na,country:ng/state:na/state-assembly-constituency:685
Nigeria,686,SC/686/NW,Nasarawa State,Lafia North,Q59819605,country:ng/state:na,country:ng/state:na/state-assembly-constituency:686
Nigeria,688,SC/688/NW,Nasarawa State,Loki/Udege,Q59819607,country:ng/state:na,country:ng/state:na/state-assembly-constituency:688
Nigeria,689,SC/689/NW,Nasarawa State,Nass-Eggon West,Q59819608,country:ng/state:na,country:ng/state:na/state-assembly-constituency:689
Nigeria,690,SC/690/NW,Nasarawa State,Nass-Eggon East,Q59819609,country:ng/state:na,country:ng/state:na/state-assembly-constituency:690
Nigeria,691,SC/691/NW,Nasarawa State,Obi I,Q59819610,country:ng/state:na,country:ng/state:na/state-assembly-constituency:691
Nigeria,692,SC/692/NW,Nasarawa State,Obi II,Q59819611,country:ng/state:na,country:ng/state:na/state-assembly-constituency:692
Nigeria,694,SC/694/NW,Nasarawa State,Umaisha,Q59819616,country:ng/state:na,country:ng/state:na/state-assembly-constituency:694
Nigeria,698,SC/698/NG,Niger State,Bida I,Q59819620,country:ng/state:ni,country:ng/state:ni/state-assembly-constituency:698
Nigeria,699,SC/699/NG,Niger State,Bida II,Q59819621,country:ng/state:ni,country:ng/state:ni/state-assembly-constituency:699
Nigeria,707,SC/707/NG,Niger State,Kontagora I,Q59819634,country:ng/state:ni,country:ng/state:ni/state-assembly-constituency:707
Nigeria,708,SC/708/NG,Niger State,Kotangora II,Q59819635,country:ng/state:ni,country:ng/state:ni/state-assembly-constituency:708
Nigeria,721,SC/721/NG,Niger State,Tapa,Q59819651,country:ng/state:ni,country:ng/state:ni/state-assembly-constituency:721
Nigeria,723,SC/723/OG,Ogun State,Abeokuta South I,Q59819654,country:ng/state:og,country:ng/state:og/state-assembly-constituency:723
Nigeria,724,SC/724/OG,Ogun State,Abeokuta South II,Q59819655,country:ng/state:og,country:ng/state:og/state-assembly-constituency:724
Nigeria,727,SC/727/OG,Ogun State,Obafemi/Owode,Q59819659,country:ng/state:og,country:ng/state:og/state-assembly-constituency:727
Nigeria,728,SC/728/OG,Ogun State,Ifo I,Q59819660,country:ng/state:og,country:ng/state:og/state-assembly-constituency:728
Nigeria,729,SC/729/OG,Ogun State,Ifo II,Q59819661,country:ng/state:og,country:ng/state:og/state-assembly-constituency:729
Nigeria,731,SC/731/OG,Ogun State,Ijebu North I (Ijebu-Igbo),Q59819665,country:ng/state:og,country:ng/state:og/state-assembly-constituency:731
Nigeria,732,SC/732/OG,Ogun State,Ijebu North II (Ago-Iwoye/Oru/Awa),Q59819666,country:ng/state:og,country:ng/state:og/state-assembly-constituency:732
Nigeria,736,SC/736/OG,Ogun State,Odogbolu (Alekkun-Ifesowapo/Laporu),Q59819670,country:ng/state:og,country:ng/state:og/state-assembly-constituency:736
Nigeria,738,SC/738/OG,Ogun State,Sagamu I Offin,Q59819673,country:ng/state:og,country:ng/state:og/state-assembly-constituency:738
Nigeria,739,SC/739/OG,Ogun State,Sagamu II Makun,Q59819674,country:ng/state:og,country:ng/state:og/state-assembly-constituency:739
Nigeria,742,SC/742/OG,Ogun State,Imeko-Afon,Q59819677,country:ng/state:og,country:ng/state:og/state-assembly-constituency:742
Nigeria,743,SC/743/OG,Ogun State,Egbado North I,Q59819678,country:ng/state:og,country:ng/state:og/state-assembly-constituency:743
Nigeria,744,SC/744/OG,Ogun State,Egbado North II,Q59819679,country:ng/state:og,country:ng/state:og/state-assembly-constituency:744
Nigeria,745,SC/745/OG,Ogun State,Idiroko Ipokia,Q59819680,country:ng/state:og,country:ng/state:og/state-assembly-constituency:745
Nigeria,747,SC/747/OG,Ogun State,Ado/Odo/Ota I,Q59819683,country:ng/state:og,country:ng/state:og/state-assembly-constituency:747
Nigeria,748,SC/748/OG,Ogun State,Ado-Odo/Ota II,Q59819684,country:ng/state:og,country:ng/state:og/state-assembly-constituency:748
Nigeria,750,SC/750/OD,Ondo State,Akoko North West I,Q59819687,country:ng/state:on,country:ng/state:on/state-assembly-constituency:750
Nigeria,751,SC/751/OD,Ondo State,Akoko North West II,Q59819688,country:ng/state:on,country:ng/state:on/state-assembly-constituency:751
Nigeria,753,SC/753/OD,Ondo State,Akoko South West I,Q59819690,country:ng/state:on,country:ng/state:on/state-assembly-constituency:753
Nigeria,754,SC/754/OD,Ondo State,Akoko South West II,Q59819691,country:ng/state:on,country:ng/state:on/state-assembly-constituency:754
Nigeria,756,SC/756/OD,Ondo State,Akure South I,Q59819694,country:ng/state:on,country:ng/state:on/state-assembly-constituency:756
Nigeria,757,SC/757/OD,Ondo State,Akure South II,Q59819696,country:ng/state:on,country:ng/state:on/state-assembly-constituency:757
Nigeria,761,SC/761/OD,Ondo State,Ilaje I,Q59819700,country:ng/state:on,country:ng/state:on/state-assembly-constituency:761
Nigeria,762,SC/762OD,Ondo State,Ilaje II,Q59819701,country:ng/state:on,country:ng/state:on/state-assembly-constituency:762OD
Nigeria,763,SC/763/OD,Ondo State,Ileoluji/Okeigbo,Q59819702,country:ng/state:on,country:ng/state:on/state-assembly-constituency:763
Nigeria,765,SC/765/OD,Ondo State,Odigbo I,Q59819705,country:ng/state:on,country:ng/state:on/state-assembly-constituency:765
Nigeria,766,SC/766/OD,Ondo State,Odigbo II,Q59819709,country:ng/state:on,country:ng/state:on/state-assembly-constituency:766
Nigeria,767,SC/767/OD,Ondo State,Okitipupa I,Q59819710,country:ng/state:on,country:ng/state:on/state-assembly-constituency:767
Nigeria,768,SC/768/OD,Ondo State,Okitipupa II,Q59819711,country:ng/state:on,country:ng/state:on/state-assembly-constituency:768
Nigeria,771,SC/771/OD,Ondo State,Ondo West II,Q59819714,country:ng/state:on,country:ng/state:on/state-assembly-constituency:771
Nigeria,772,SC/772/OD,Ondo State,Ese,Q59819715,country:ng/state:on,country:ng/state:on/state-assembly-constituency:772
Nigeria,773,SC/773/OD,Ondo State,Owo I,Q59819716,country:ng/state:on,country:ng/state:on/state-assembly-constituency:773
Nigeria,774,SC/774/OD,Ondo State,Owo II,Q59819717,country:ng/state:on,country:ng/state:on/state-assembly-constituency:774
Nigeria,775,SC/775/OS,Osun State,Boripe/Boluwa-Duro,Q59819719,country:ng/state:os,country:ng/state:os/state-assembly-constituency:775
Nigeria,776,SC/776/OS,Osun State,Ifelodun,Q59819720,country:ng/state:os,country:ng/state:os/state-assembly-constituency:776
Nigeria,777,SC/777/OS,Osun State,Ila,Q59819721,country:ng/state:os,country:ng/state:os/state-assembly-constituency:777
Nigeria,778,SC/778/OS,Osun State,Ifedayo,Q59819722,country:ng/state:os,country:ng/state:os/state-assembly-constituency:778
Nigeria,779,SC/779/OS,Osun State,Irepodun/Orulu,Q59819723,country:ng/state:os,country:ng/state:os/state-assembly-constituency:779
Nigeria,780,SC/780/OS,Osun State,Odo-Otin,Q59819724,country:ng/state:os,country:ng/state:os/state-assembly-constituency:780
Nigeria,781,SC/781/OS,Osun State,Olorunda,Q59819725,country:ng/state:os,country:ng/state:os/state-assembly-constituency:781
Nigeria,782,SC/782/OS,Osun State,Osogbo,Q59819726,country:ng/state:os,country:ng/state:os/state-assembly-constituency:782
Nigeria,783,SC/783/OS,Osun State,Atakunmosa East And West,Q59819727,country:ng/state:os,country:ng/state:os/state-assembly-constituency:783
Nigeria,784,SC/784/OS,Osun State,Ife Central,Q59819730,country:ng/state:os,country:ng/state:os/state-assembly-constituency:784
Nigeria,785,SC/785/OS,Osun State,Ife East,Q59819731,country:ng/state:os,country:ng/state:os/state-assembly-constituency:785
Nigeria,786,SC/786/OS,Osun State,Ife North,Q59819732,country:ng/state:os,country:ng/state:os/state-assembly-constituency:786
Nigeria,787,SC/787/OS,Osun State,Ife South,Q59819733,country:ng/state:os,country:ng/state:os/state-assembly-constituency:787
Nigeria,788,SC/788/OS,Osun State,Ilesa East,Q59819735,country:ng/state:os,country:ng/state:os/state-assembly-constituency:788
Nigeria,789,SC/789/OS,Osun State,Ilesa West,Q59819736,country:ng/state:os,country:ng/state:os/state-assembly-constituency:789
Nigeria,790,SC/790/OS,Osun State,Obokun,Q59819737,country:ng/state:os,country:ng/state:os/state-assembly-constituency:790
Nigeria,791,SC/791/OS,Osun State,Oriade,Q59819738,country:ng/state:os,country:ng/state:os/state-assembly-constituency:791
Nigeria,792,SC/792/OS,Osun State,Ayedade,Q59819740,country:ng/state:os,country:ng/state:os/state-assembly-constituency:792
Nigeria,793,SC/793/OS,Osun State,Ayedire,Q59819746,country:ng/state:os,country:ng/state:os/state-assembly-constituency:793
Nigeria,794,SC/794/OS,Osun State,Ede North,Q59819748,country:ng/state:os,country:ng/state:os/state-assembly-constituency:794
Nigeria,795,SC/795/OS,Osun State,Ede South,Q59819749,country:ng/state:os,country:ng/state:os/state-assembly-constituency:795
Nigeria,796,SC/796/OS,Osun State,Egbedore,Q59819752,country:ng/state:os,country:ng/state:os/state-assembly-constituency:796
Nigeria,797,SC/797/OS,Osun State,Irewole/Isokan,Q59819753,country:ng/state:os,country:ng/state:os/state-assembly-constituency:797
Nigeria,798,SC/798/OS,Osun State,Iwo,Q59819754,country:ng/state:os,country:ng/state:os/state-assembly-constituency:798
Nigeria,799,SC/799/OS,Osun State,Ola-Oluwa,Q59819756,country:ng/state:os,country:ng/state:os/state-assembly-constituency:799
Nigeria,800,SC/800/OS,Osun State,Ejigbo,Q59819758,country:ng/state:os,country:ng/state:os/state-assembly-constituency:800
Nigeria,802,SC/802/OY,Oyo State,Akinyele I,Q59819763,country:ng/state:oy,country:ng/state:oy/state-assembly-constituency:802
Nigeria,803,SC/803/OY,Oyo State,Akinyele II,Q59819765,country:ng/state:oy,country:ng/state:oy/state-assembly-constituency:803
Nigeria,807,SC/807/OY,Oyo State,Ibadan North I,Q59819769,country:ng/state:oy,country:ng/state:oy/state-assembly-constituency:807
Nigeria,808,SC/808/OY,Oyo State,Ibadan North II,Q59819770,country:ng/state:oy,country:ng/state:oy/state-assembly-constituency:808
Nigeria,809,SC/809/OY,Oyo State,Ibadan North East I,Q59819771,country:ng/state:oy,country:ng/state:oy/state-assembly-constituency:809
Nigeria,810,SC/810/OY,Oyo State,Ibadan North-east II,Q59819772,country:ng/state:oy,country:ng/state:oy/state-assembly-constituency:810
Nigeria,811,SC/811/OY,Oyo State,Ibadan South-east I,Q59819774,country:ng/state:oy,country:ng/state:oy/state-assembly-constituency:811
Nigeria,812,SC/812/OY,Oyo State,Ibadan South-east II,Q59819776,country:ng/state:oy,country:ng/state:oy/state-assembly-constituency:812
Nigeria,813,SC/813/OY,Oyo State,Ibadan South-west I,Q59819778,country:ng/state:oy,country:ng/state:oy/state-assembly-constituency:813
Nigeria,814,SC/814/OY,Oyo State,Ibadan South West II,Q59819779,country:ng/state:oy,country:ng/state:oy/state-assembly-constituency:814
Nigeria,815,SC/815/OY,Oyo State,Ibarapa North & Ibarapa Central,Q59819780,country:ng/state:oy,country:ng/state:oy/state-assembly-constituency:815
Nigeria,833,SC/833/PL,Plateau State,Barkin Ladi,Q59819808,country:ng/state:pl,country:ng/state:pl/state-assembly-constituency:833
Nigeria,834,SC/834/PL,Plateau State,Pengana,Q59819809,country:ng/state:pl,country:ng/state:pl/state-assembly-constituency:834
Nigeria,835,SC/835/PL,Plateau State,Rukuba/Irigwe,Q59819810,country:ng/state:pl,country:ng/state:pl/state-assembly-constituency:835
Nigeria,836,SC/836/PL,Plateau State,Bokkos,Q59819811,country:ng/state:pl,country:ng/state:pl/state-assembly-constituency:836
Nigeria,837,SC/837/PL,Plateau State,Jos East,Q59819812,country:ng/state:pl,country:ng/state:pl/state-assembly-constituency:837
Nigeria,838,SC/838/PL,Plateau State,Jos North,Q59819813,country:ng/state:pl,country:ng/state:pl/state-assembly-constituency:838
Nigeria,839,SC/839/PL,Plateau State,Jos West,Q59819814,country:ng/state:pl,country:ng/state:pl/state-assembly-constituency:839
Nigeria,840,SC/840/PL,Plateau State,Jos South,Q59819815,country:ng/state:pl,country:ng/state:pl/state-assembly-constituency:840
Nigeria,841,SC/841/PL,Plateau State,Kanke,Q59819817,country:ng/state:pl,country:ng/state:pl/state-assembly-constituency:841
Nigeria,842,SC/842/PL,Plateau State,Pankshin North,Q59819818,country:ng/state:pl,country:ng/state:pl/state-assembly-constituency:842
Nigeria,843,SC/843/PL,Plateau State,Pankshin South,Q59819819,country:ng/state:pl,country:ng/state:pl/state-assembly-constituency:843
Nigeria,844,SC/844/PL,Plateau State,Kanam,Q59819820,country:ng/state:pl,country:ng/state:pl/state-assembly-constituency:844
Nigeria,845,SC/845/PL,Plateau State,Kantana,Q59819821,country:ng/state:pl,country:ng/state:pl/state-assembly-constituency:845
Nigeria,846,SC/846/PL,Plateau State,Langtang North,Q59819822,country:ng/state:pl,country:ng/state:pl/state-assembly-constituency:846
Nigeria,847,SC/847/PL,Plateau State,Langtang Central,Q59819823,country:ng/state:pl,country:ng/state:pl/state-assembly-constituency:847
Nigeria,848,SC/848/PL,Plateau State,Langtang South (mabudi),Q59819824,country:ng/state:pl,country:ng/state:pl/state-assembly-constituency:848
Nigeria,849,SC/849/PL,Plateau State,Mangu South,Q59819825,country:ng/state:pl,country:ng/state:pl/state-assembly-constituency:849
Nigeria,850,SC/850/PL,Plateau State,Mangu North,Q59819826,country:ng/state:pl,country:ng/state:pl/state-assembly-constituency:850
Nigeria,851,SC/851/PL,Plateau State,Mikang,Q59819829,country:ng/state:pl,country:ng/state:pl/state-assembly-constituency:851
Nigeria,852,SC/852/PL,Plateau State,Qua’an Pan North,Q59819831,country:ng/state:pl,country:ng/state:pl/state-assembly-constituency:852
Nigeria,853,SC/853/PL,Plateau State,Qua’an Pan South,Q59819832,country:ng/state:pl,country:ng/state:pl/state-assembly-constituency:853
Nigeria,854,SC/854/PL,Plateau State,Riyom,Q59819833,country:ng/state:pl,country:ng/state:pl/state-assembly-constituency:854
Nigeria,855,SC/855/PL,Plateau State,Shendam,Q59819834,country:ng/state:pl,country:ng/state:pl/state-assembly-constituency:855
Nigeria,856,SC/856/PL,Plateau State,Wase,Q59819835,country:ng/state:pl,country:ng/state:pl/state-assembly-constituency:856
Nigeria,857,SC/857/RV,Rivers State,Abua/Odual,Q59819836,country:ng/state:ri,country:ng/state:ri/state-assembly-constituency:857
Nigeria,858,SC/858/RV,Rivers State,Ahoada East I,Q20707358,country:ng/state:ri,country:ng/state:ri/state-assembly-constituency:858
Nigeria,859,SC/859/RV,Rivers State,Ahoada East II,Q59819837,country:ng/state:ri,country:ng/state:ri/state-assembly-constituency:859
Nigeria,860,SC/860/RV,Rivers State,Ahoada West,Q59819838,country:ng/state:ri,country:ng/state:ri/state-assembly-constituency:860
Nigeria,861,SC/861/RV,Rivers State,Akuku-Toru I,Q59819840,country:ng/state:ri,country:ng/state:ri/state-assembly-constituency:861
Nigeria,862,SC/862/RV,Rivers State,Akuku-Toru II,Q59819843,country:ng/state:ri,country:ng/state:ri/state-assembly-constituency:862
Nigeria,863,SC/863/RV,Rivers State,Andoni I,Q59819844,country:ng/state:ri,country:ng/state:ri/state-assembly-constituency:863
Nigeria,864,SC/864/RV,Rivers State,Asari-Toru I,Q59819846,country:ng/state:ri,country:ng/state:ri/state-assembly-constituency:864
Nigeria,865,SC/865/RV,Rivers State,Asari-Toru II,Q59819847,country:ng/state:ri,country:ng/state:ri/state-assembly-constituency:865
Nigeria,866,SC/866/RV,Rivers State,Bonny,Q59819848,country:ng/state:ri,country:ng/state:ri/state-assembly-constituency:866
Nigeria,867,SC/867/RV,Rivers State,Degema,Q59819849,country:ng/state:ri,country:ng/state:ri/state-assembly-constituency:867
Nigeria,868,SC/868/RV,Rivers State,Emohua,Q59819850,country:ng/state:ri,country:ng/state:ri/state-assembly-constituency:868
Nigeria,869,SC/869/RV,Rivers State,Eleme,Q59819851,country:ng/state:ri,country:ng/state:ri/state-assembly-constituency:869
Nigeria,870,SC/870/RV,Rivers State,Etche I,Q59819852,country:ng/state:ri,country:ng/state:ri/state-assembly-constituency:870
Nigeria,871,SC/871/RV,Rivers State,Etche II,Q59819853,country:ng/state:ri,country:ng/state:ri/state-assembly-constituency:871
Nigeria,872,SC/872/RV,Rivers State,Gokana,Q19462013,country:ng/state:ri,country:ng/state:ri/state-assembly-constituency:872
Nigeria,873,SC/873/RV,Rivers State,Ikwere I,Q59819854,country:ng/state:ri,country:ng/state:ri/state-assembly-constituency:873
Nigeria,874,SC/874/RV,Rivers State,Khana I,Q59819855,country:ng/state:ri,country:ng/state:ri/state-assembly-constituency:874
Nigeria,875,SC/875/RV,Rivers State,Khana II,Q59819856,country:ng/state:ri,country:ng/state:ri/state-assembly-constituency:875
Nigeria,876,SC/876/RV,Rivers State,Obio/Akpor I,Q59819857,country:ng/state:ri,country:ng/state:ri/state-assembly-constituency:876
Nigeria,877,SC/877/RV,Rivers State,Obio/Akpor Ii,Q59819858,country:ng/state:ri,country:ng/state:ri/state-assembly-constituency:877
Nigeria,878,SC/878/RV,Rivers State,(ogba/Egbema/Ndoni) Onelga I,Q59819860,country:ng/state:ri,country:ng/state:ri/state-assembly-constituency:878
Nigeria,879,SC/879/RV,Rivers State,Onelga II,Q59819861,country:ng/state:ri,country:ng/state:ri/state-assembly-constituency:879
Nigeria,880,SC/880/RV,Rivers State,Ogu/Bolo,Q59819862,country:ng/state:ri,country:ng/state:ri/state-assembly-constituency:880
Nigeria,881,SC/881/RV,Rivers State,Okrika,Q59819864,country:ng/state:ri,country:ng/state:ri/state-assembly-constituency:881
Nigeria,882,SC/882/RV,Rivers State,Omuma,Q59819865,country:ng/state:ri,country:ng/state:ri/state-assembly-constituency:882
Nigeria,883,SC/883/RV,Rivers State,Opobo/Nkoro,Q59819867,country:ng/state:ri,country:ng/state:ri/state-assembly-constituency:883
Nigeria,884,SC/884/RV,Rivers State,Oyigbo,Q59819868,country:ng/state:ri,country:ng/state:ri/state-assembly-constituency:884
Nigeria,885,SC/885/RV,Rivers State,Port-Harcourt I,Q59819869,country:ng/state:ri,country:ng/state:ri/state-assembly-constituency:885
Nigeria,886,SC/886/RV,Rivers State,Port-Harcourt II,Q59819870,country:ng/state:ri,country:ng/state:ri/state-assembly-constituency:886
Nigeria,887,SC/887/RV,Rivers State,Port-Harcourt III,Q59819871,country:ng/state:ri,country:ng/state:ri/state-assembly-constituency:887
Nigeria,888,SC/888/RV,Rivers State,Tai,Q59819872,country:ng/state:ri,country:ng/state:ri/state-assembly-constituency:888
Nigeria,889,SC/889/SO,Sokoto State,Binji,Q59819874,country:ng/state:so,country:ng/state:so/state-assembly-constituency:889
Nigeria,890,SC/890/SO,Sokoto State,Bodinga North,Q59819877,country:ng/state:so,country:ng/state:so/state-assembly-constituency:890
Nigeria,891,SC/891/SO,Sokoto State,Bodinga South,Q59819879,country:ng/state:so,country:ng/state:so/state-assembly-constituency:891
Nigeria,892,SC/892/SO,Sokoto State,Dange Shuni,Q59819880,country:ng/state:so,country:ng/state:so/state-assembly-constituency:892
Nigeria,893,SC/893/SO,Sokoto State,Gada East,Q59819881,country:ng/state:so,country:ng/state:so/state-assembly-constituency:893
Nigeria,894,SC/894/SO,Sokoto State,Gada West,Q59819882,country:ng/state:so,country:ng/state:so/state-assembly-constituency:894
Nigeria,895,SC/895/SO,Sokoto State,Goronyo,Q59819883,country:ng/state:so,country:ng/state:so/state-assembly-constituency:895
Nigeria,896,SC/896/SO,Sokoto State,Gudu,Q59819884,country:ng/state:so,country:ng/state:so/state-assembly-constituency:896
Nigeria,897,SC/897/SO,Sokoto State,Gwadabawa North,Q59819885,country:ng/state:so,country:ng/state:so/state-assembly-constituency:897
Nigeria,898,SC/898/SO,Sokoto State,Gwadabawa South,Q59819887,country:ng/state:so,country:ng/state:so/state-assembly-constituency:898
Nigeria,899,SC/899/SO,Sokoto State,Illela,Q59819890,country:ng/state:so,country:ng/state:so/state-assembly-constituency:899
Nigeria,900,SC/900/SO,Sokoto State,Isa,Q59819891,country:ng/state:so,country:ng/state:so/state-assembly-constituency:900
Nigeria,901,SC/901/SO,Sokoto State,Kware,Q59819892,country:ng/state:so,country:ng/state:so/state-assembly-constituency:901
Nigeria,902,SC/902/SO,Sokoto State,Kebbe,Q59819893,country:ng/state:so,country:ng/state:so/state-assembly-constituency:902
Nigeria,903,SC/903/SO,Sokoto State,Rabah,Q59819894,country:ng/state:so,country:ng/state:so/state-assembly-constituency:903
Nigeria,904,SC/904/SO,Sokoto State,Sabon Birin North,Q59819895,country:ng/state:so,country:ng/state:so/state-assembly-constituency:904
Nigeria,905,SC/905/SO,Sokoto State,Sabon Birin South,Q59819898,country:ng/state:so,country:ng/state:so/state-assembly-constituency:905
Nigeria,906,SC/906/SO,Sokoto State,Shagari,Q59819899,country:ng/state:so,country:ng/state:so/state-assembly-constituency:906
Nigeria,907,SC/907/SO,Sokoto State,Silame,Q59819901,country:ng/state:so,country:ng/state:so/state-assembly-constituency:907
Nigeria,908,SC/908/SO,Sokoto State,Sokoto North,Q59819904,country:ng/state:so,country:ng/state:so/state-assembly-constituency:908
Nigeria,909,SC/909/SO,Sokoto State,Sokoto North II,Q59819905,country:ng/state:so,country:ng/state:so/state-assembly-constituency:909
Nigeria,910,SC/910/SO,Sokoto State,Sokoto South I,Q59819906,country:ng/state:so,country:ng/state:so/state-assembly-constituency:910
Nigeria,911,SC/911/SO,Sokoto State,Sokoto South II,Q59819907,country:ng/state:so,country:ng/state:so/state-assembly-constituency:911
Nigeria,912,SC/912/SO,Sokoto State,Tambuwal West,Q59819908,country:ng/state:so,country:ng/state:so/state-assembly-constituency:912
Nigeria,913,SC/913/SO,Sokoto State,Tambuwal East,Q59819909,country:ng/state:so,country:ng/state:so/state-assembly-constituency:913
Nigeria,914,SC/914/SO,Sokoto State,Tangaza,Q59819911,country:ng/state:so,country:ng/state:so/state-assembly-constituency:914
Nigeria,915,SC/915/SO,Sokoto State,Tureta,Q59819912,country:ng/state:so,country:ng/state:so/state-assembly-constituency:915
Nigeria,916,SC/916/SO,Sokoto State,Wamakko,Q59819913,country:ng/state:so,country:ng/state:so/state-assembly-constituency:916
Nigeria,917,SC/917/SO,Sokoto State,Wurno,Q59819915,country:ng/state:so,country:ng/state:so/state-assembly-constituency:917
Nigeria,918,SC/918/SO,Sokoto State,Yabo,Q59819916,country:ng/state:so,country:ng/state:so/state-assembly-constituency:918
Nigeria,919,SC/919/TR,Taraba State,Bali I,Q59819917,country:ng/state:ta,country:ng/state:ta/state-assembly-constituency:919
Nigeria,920,SC/920/TR,Taraba State,Bali II,Q59819918,country:ng/state:ta,country:ng/state:ta/state-assembly-constituency:920
Nigeria,921,SC/921/TR,Taraba State,Gassol I,Q59819920,country:ng/state:ta,country:ng/state:ta/state-assembly-constituency:921
Nigeria,922,SC/922/TR,Taraba State,Gassol II,Q59819921,country:ng/state:ta,country:ng/state:ta/state-assembly-constituency:922
Nigeria,923,SC/923/TR,Taraba State,Jalingo I,Q59819922,country:ng/state:ta,country:ng/state:ta/state-assembly-constituency:923
Nigeria,924,SC/924/TR,Taraba State,Jalingo II,Q59819923,country:ng/state:ta,country:ng/state:ta/state-assembly-constituency:924
Nigeria,925,SC/925/TR,Taraba State,Ardo-Kola,Q59819925,country:ng/state:ta,country:ng/state:ta/state-assembly-constituency:925
Nigeria,926,SC/926/TR,Taraba State,Takum I,Q59819926,country:ng/state:ta,country:ng/state:ta/state-assembly-constituency:926
Nigeria,927,SC/927/TR,Taraba State,Kashimbila,Q59819927,country:ng/state:ta,country:ng/state:ta/state-assembly-constituency:927
Nigeria,928,SC/928/TR,Taraba State,Ussa/Likam,Q59819928,country:ng/state:ta,country:ng/state:ta/state-assembly-constituency:928
Nigeria,929,SC/929/TR,Taraba State,Gembu,Q59819929,country:ng/state:ta,country:ng/state:ta/state-assembly-constituency:929
Nigeria,930,SC/930/TR,Taraba State,Nguroje,Q59819930,country:ng/state:ta,country:ng/state:ta/state-assembly-constituency:930
Nigeria,931,SC/931/TR,Taraba State,Mbamnga,Q59819931,country:ng/state:ta,country:ng/state:ta/state-assembly-constituency:931
Nigeria,932,SC/932/TR,Taraba State,Baissa,Q59819932,country:ng/state:ta,country:ng/state:ta/state-assembly-constituency:932
Nigeria,933,SC/933/TR,Taraba State,Zing,Q59819933,country:ng/state:ta,country:ng/state:ta/state-assembly-constituency:933
