ID_0,Country,ID_1,State,ID_2,LGA,ID_3,Ward,WARD_ID,WIKIDATA,MS_FB_PARE,MS_FB
164,Nigeria,2016,Abia,23316,Aba South,1,Eziukwu,23316_1,Q59814973,country:ng/state:ab/lga:23316,country:ng/state:ab/lga:23316/ward:1
164,Nigeria,2016,Abia,23316,Aba South,2,Asa,23316_2,Q59814974,country:ng/state:ab/lga:23316,country:ng/state:ab/lga:23316/ward:2
164,Nigeria,2016,Abia,23316,Aba South,3,Enyimba,23316_3,Q59814975,country:ng/state:ab/lga:23316,country:ng/state:ab/lga:23316/ward:3
164,Nigeria,2016,Abia,23316,Aba South,7,Igwebuike,23316_7,Q59814976,country:ng/state:ab/lga:23316,country:ng/state:ab/lga:23316/ward:7
164,Nigeria,2016,Abia,23316,Aba South,4,Ngwa,23316_4,Q59814978,country:ng/state:ab/lga:23316,country:ng/state:ab/lga:23316/ward:4
164,Nigeria,2016,Abia,23316,Aba South,6,Ohazu II,23316_6,Q59814979,country:ng/state:ab/lga:23316,country:ng/state:ab/lga:23316/ward:6
164,Nigeria,2016,Abia,23316,Aba South,5,Ohazu I,23316_5,Q59814980,country:ng/state:ab/lga:23316,country:ng/state:ab/lga:23316/ward:5
164,Nigeria,2016,Abia,23316,Aba South,11,Aba River,23316_11,Q59814981,country:ng/state:ab/lga:23316,country:ng/state:ab/lga:23316/ward:11
164,Nigeria,2016,Abia,23316,Aba South,8,Ekeoha,23316_8,Q59814982,country:ng/state:ab/lga:23316,country:ng/state:ab/lga:23316/ward:8
164,Nigeria,2016,Abia,23316,Aba South,10,Mosque,23316_10,Q59814986,country:ng/state:ab/lga:23316,country:ng/state:ab/lga:23316/ward:10
164,Nigeria,2016,Abia,23316,Aba South,9,Gloucester,23316_9,Q59814987,country:ng/state:ab/lga:23316,country:ng/state:ab/lga:23316/ward:9
164,Nigeria,2016,Abia,23316,Aba South,12,Aba Town Hall,23316_12,Q59814988,country:ng/state:ab/lga:23316,country:ng/state:ab/lga:23316/ward:12
164,Nigeria,2018,Akwa Ibom,23383,Uyo,9,Ikono II,23383_9,Q59814989,country:ng/state:ak/lga:23383,country:ng/state:ak/lga:23383/ward:9
164,Nigeria,2018,Akwa Ibom,23383,Uyo,8,Ikono I,23383_8,Q59814991,country:ng/state:ak/lga:23383,country:ng/state:ak/lga:23383/ward:8
164,Nigeria,2018,Akwa Ibom,23383,Uyo,6,Offot I,23383_6,Q59814992,country:ng/state:ak/lga:23383,country:ng/state:ak/lga:23383/ward:6
164,Nigeria,2018,Akwa Ibom,23383,Uyo,10,Oku I,23383_10,Q59814993,country:ng/state:ak/lga:23383,country:ng/state:ak/lga:23383/ward:10
164,Nigeria,2018,Akwa Ibom,23383,Uyo,5,Etoi II,23383_5,Q59814995,country:ng/state:ak/lga:23383,country:ng/state:ak/lga:23383/ward:5
164,Nigeria,2018,Akwa Ibom,23383,Uyo,4,Etoi I,23383_4,Q59814996,country:ng/state:ak/lga:23383,country:ng/state:ak/lga:23383/ward:4
164,Nigeria,2018,Akwa Ibom,23383,Uyo,11,Oku II,23383_11,Q59814999,country:ng/state:ak/lga:23383,country:ng/state:ak/lga:23383/ward:11
164,Nigeria,2018,Akwa Ibom,23383,Uyo,2,Uyo Urban II,23383_2,Q59815000,country:ng/state:ak/lga:23383,country:ng/state:ak/lga:23383/ward:2
164,Nigeria,2018,Akwa Ibom,23383,Uyo,1,Uyo Urban I,23383_1,Q59815001,country:ng/state:ak/lga:23383,country:ng/state:ak/lga:23383/ward:1
164,Nigeria,2018,Akwa Ibom,23383,Uyo,3,Uyo Urban III,23383_3,Q59815002,country:ng/state:ak/lga:23383,country:ng/state:ak/lga:23383/ward:3
164,Nigeria,2018,Akwa Ibom,23383,Uyo,7,Offot II,23383_7,Q59815003,country:ng/state:ak/lga:23383,country:ng/state:ak/lga:23383/ward:7
164,Nigeria,2019,Anambra,23384,Aguata,1,Achina I,23384_1,Q59815004,country:ng/state:an/lga:23384,country:ng/state:an/lga:23384/ward:1
164,Nigeria,2019,Anambra,23384,Aguata,2,Achina II,23384_2,Q59815005,country:ng/state:an/lga:23384,country:ng/state:an/lga:23384/ward:2
164,Nigeria,2019,Anambra,23384,Aguata,18,Umuchu I,23384_18,Q59815006,country:ng/state:an/lga:23384,country:ng/state:an/lga:23384/ward:18
164,Nigeria,2019,Anambra,23384,Aguata,19,Umuchu II,23384_19,Q59815007,country:ng/state:an/lga:23384,country:ng/state:an/lga:23384/ward:19
164,Nigeria,2019,Anambra,23384,Aguata,17,Uga II,23384_17,Q59815010,country:ng/state:an/lga:23384,country:ng/state:an/lga:23384/ward:17
164,Nigeria,2019,Anambra,23384,Aguata,5,Amesi,23384_5,Q59815011,country:ng/state:an/lga:23384,country:ng/state:an/lga:23384/ward:5
164,Nigeria,2019,Anambra,23384,Aguata,16,Uga I,23384_16,Q59815012,country:ng/state:an/lga:23384,country:ng/state:an/lga:23384/ward:16
164,Nigeria,2019,Anambra,23384,Aguata,4,Akpo,23384_4,Q59815013,country:ng/state:an/lga:23384,country:ng/state:an/lga:23384/ward:4
164,Nigeria,2019,Anambra,23384,Aguata,14,Nkpologwu,23384_14,Q59815014,country:ng/state:an/lga:23384,country:ng/state:an/lga:23384/ward:14
164,Nigeria,2019,Anambra,23384,Aguata,9,Ezinifite II,23384_9,Q59815015,country:ng/state:an/lga:23384,country:ng/state:an/lga:23384/ward:9
164,Nigeria,2019,Anambra,23384,Aguata,8,Ezinifite I,23384_8,Q59815016,country:ng/state:an/lga:23384,country:ng/state:an/lga:23384/ward:8
164,Nigeria,2019,Anambra,23384,Aguata,10,Igbo-Ukwu I,23384_10,Q59815017,country:ng/state:an/lga:23384,country:ng/state:an/lga:23384/ward:10
164,Nigeria,2019,Anambra,23384,Aguata,15,Oraeri,23384_15,Q59815018,country:ng/state:an/lga:23384,country:ng/state:an/lga:23384/ward:15
164,Nigeria,2019,Anambra,23384,Aguata,11,Igbo - Ukwu II,23384_11,Q59815020,country:ng/state:an/lga:23384,country:ng/state:an/lga:23384/ward:11
164,Nigeria,2019,Anambra,23384,Aguata,12,Ikenga,23384_12,Q59815021,country:ng/state:an/lga:23384,country:ng/state:an/lga:23384/ward:12
164,Nigeria,2019,Anambra,23384,Aguata,13,Isuofia,23384_13,Q59815022,country:ng/state:an/lga:23384,country:ng/state:an/lga:23384/ward:13
164,Nigeria,2019,Anambra,23384,Aguata,20,Umuona,23384_20,Q59815023,country:ng/state:an/lga:23384,country:ng/state:an/lga:23384/ward:20
164,Nigeria,2019,Anambra,23384,Aguata,6,Ekwulobia I,23384_6,Q59815024,country:ng/state:an/lga:23384,country:ng/state:an/lga:23384/ward:6
164,Nigeria,2019,Anambra,23384,Aguata,7,Ekwulobia II,23384_7,Q59815026,country:ng/state:an/lga:23384,country:ng/state:an/lga:23384/ward:7
164,Nigeria,2019,Anambra,23384,Aguata,3,Agulueze chukwu,23384_3,Q59815027,country:ng/state:an/lga:23384,country:ng/state:an/lga:23384/ward:3
164,Nigeria,2019,Anambra,23387,Anaocha,13,Ichida I,23387_13,Q59815028,country:ng/state:an/lga:23387,country:ng/state:an/lga:23387/ward:13
164,Nigeria,2019,Anambra,23387,Anaocha,14,Ichida II,23387_14,Q59815029,country:ng/state:an/lga:23387,country:ng/state:an/lga:23387/ward:14
164,Nigeria,2019,Anambra,23387,Anaocha,3,Adazi Enu  I,23387_3,Q59815030,country:ng/state:an/lga:23387,country:ng/state:an/lga:23387/ward:3
164,Nigeria,2019,Anambra,23387,Anaocha,2,Adazi Ani II,23387_2,Q59815031,country:ng/state:an/lga:23387,country:ng/state:an/lga:23387/ward:2
164,Nigeria,2019,Anambra,23387,Anaocha,4,Adazi Enu  II,23387_4,Q59815032,country:ng/state:an/lga:23387,country:ng/state:an/lga:23387/ward:4
164,Nigeria,2019,Anambra,23387,Anaocha,1,Adazi Ani I,23387_1,Q59815033,country:ng/state:an/lga:23387,country:ng/state:an/lga:23387/ward:1
164,Nigeria,2019,Anambra,23387,Anaocha,11,Agulu Uzoigbo,23387_11,Q59815034,country:ng/state:an/lga:23387,country:ng/state:an/lga:23387/ward:11
164,Nigeria,2019,Anambra,23387,Anaocha,12,Akwaeze,23387_12,Q59815035,country:ng/state:an/lga:23387,country:ng/state:an/lga:23387/ward:12
164,Nigeria,2019,Anambra,23387,Anaocha,15,Neni  I,23387_15,Q59815036,country:ng/state:an/lga:23387,country:ng/state:an/lga:23387/ward:15
164,Nigeria,2019,Anambra,23387,Anaocha,16,Neni  II,23387_16,Q59815037,country:ng/state:an/lga:23387,country:ng/state:an/lga:23387/ward:16
164,Nigeria,2019,Anambra,23387,Anaocha,19,Obeledu,23387_19,Q59815038,country:ng/state:an/lga:23387,country:ng/state:an/lga:23387/ward:19
164,Nigeria,2019,Anambra,23387,Anaocha,10,Agulu   IV,23387_10,Q59815040,country:ng/state:an/lga:23387,country:ng/state:an/lga:23387/ward:10
164,Nigeria,2019,Anambra,23387,Anaocha,7,Agulu  I,23387_7,Q59815041,country:ng/state:an/lga:23387,country:ng/state:an/lga:23387/ward:7
164,Nigeria,2019,Anambra,23387,Anaocha,5,Adazi Nnukwu  I,23387_5,Q59815042,country:ng/state:an/lga:23387,country:ng/state:an/lga:23387/ward:5
164,Nigeria,2019,Anambra,23387,Anaocha,6,Adazi Nnukwu  II,23387_6,Q59815043,country:ng/state:an/lga:23387,country:ng/state:an/lga:23387/ward:6
164,Nigeria,2019,Anambra,23387,Anaocha,8,Agulu  II,23387_8,Q59815044,country:ng/state:an/lga:23387,country:ng/state:an/lga:23387/ward:8
164,Nigeria,2019,Anambra,23387,Anaocha,18,Nri  II,23387_18,Q59815045,country:ng/state:an/lga:23387,country:ng/state:an/lga:23387/ward:18
164,Nigeria,2019,Anambra,23387,Anaocha,9,Agulu  III,23387_9,Q59815046,country:ng/state:an/lga:23387,country:ng/state:an/lga:23387/ward:9
164,Nigeria,2019,Anambra,23387,Anaocha,17,Nri  I,23387_17,Q59815047,country:ng/state:an/lga:23387,country:ng/state:an/lga:23387/ward:17
164,Nigeria,2019,Anambra,23393,Idemili North,10,Oraukwu,23393_10,Q59815048,country:ng/state:an/lga:23393,country:ng/state:an/lga:23393/ward:10
