ID_0,Country,ID_1,State,ID_2,LGA,ID_3,Ward,WARD_ID
164,Nigeria,2021,Bayelsa,23427,Kolokuma-Opokuma,5,Kaiama/Olobiri,23427_5
164,Nigeria,2021,Bayelsa,23427,Kolokuma-Opokuma,6,Sampou/Kalama,23427_6
164,Nigeria,2021,Bayelsa,23427,Kolokuma-Opokuma,2,Odi (Central) II,23427_2
164,Nigeria,2021,Bayelsa,23427,Kolokuma-Opokuma,1,Odi (North) I,23427_1
164,Nigeria,2021,Bayelsa,23427,Kolokuma-Opokuma,3,Odi (South) III,23427_3
164,Nigeria,2021,Bayelsa,23427,Kolokuma-Opokuma,9,Seibokorogha (Sabagreia) I,23427_9
164,Nigeria,2021,Bayelsa,23429,Ogbia,5,Okodi,23429_5
164,Nigeria,2021,Bayelsa,23429,Ogbia,11,Opume,23429_11
164,Nigeria,2021,Bayelsa,23429,Ogbia,2,Otuokpoti,23429_2
164,Nigeria,2021,Bayelsa,23429,Ogbia,12,Otakeme,23429_12
164,Nigeria,2021,Bayelsa,23429,Ogbia,9,Kolo,23429_9
164,Nigeria,2021,Bayelsa,23429,Ogbia,8,Imiringi,23429_8
164,Nigeria,2021,Bayelsa,23429,Ogbia,7,Emeyal,23429_7
164,Nigeria,2021,Bayelsa,23429,Ogbia,6,Otuasega,23429_6
164,Nigeria,2021,Bayelsa,23430,Sagbama,6,Ossiama,23430_6
164,Nigeria,2021,Bayelsa,23430,Sagbama,12,Toru-Ebeni,23430_12
164,Nigeria,2021,Bayelsa,23430,Sagbama,11,Agoro,23430_11
164,Nigeria,2021,Bayelsa,23430,Sagbama,3,Ofoni I,23430_3
164,Nigeria,2021,Bayelsa,23430,Sagbama,4,Ofoni II,23430_4
164,Nigeria,2021,Bayelsa,23430,Sagbama,2,Angalabiri,23430_2
164,Nigeria,2021,Bayelsa,23430,Sagbama,13,Adagbabiri,23430_13
164,Nigeria,2021,Bayelsa,23430,Sagbama,5,Ebedebiri,23430_5
164,Nigeria,2021,Bayelsa,23430,Sagbama,10,Sagbama,23430_10
164,Nigeria,2021,Bayelsa,23430,Sagbama,8,Odoni,23430_8
164,Nigeria,2021,Bayelsa,23430,Sagbama,1,Agbere,23430_1
164,Nigeria,2021,Bayelsa,23430,Sagbama,9,Trofani,23430_9
164,Nigeria,2021,Bayelsa,23430,Sagbama,14,Osekwenike,23430_14
164,Nigeria,2021,Bayelsa,23430,Sagbama,7,Asamabiri,23430_7
164,Nigeria,2021,Bayelsa,23425,Brass,1,Brass I,23425_1
164,Nigeria,2021,Bayelsa,23425,Brass,3,Ewoama/Fantuo,23425_3
164,Nigeria,2021,Bayelsa,23425,Brass,4,Okpoama,23425_4
164,Nigeria,2021,Bayelsa,23431,Southern Ijaw,14,Foropa,23431_14
164,Nigeria,2021,Bayelsa,23431,Southern Ijaw,10,Amassoma II,23431_10
164,Nigeria,2021,Bayelsa,23431,Southern Ijaw,11,Amassoma III,23431_11
164,Nigeria,2021,Bayelsa,23431,Southern Ijaw,9,Amassoma I,23431_9
164,Nigeria,2021,Bayelsa,23431,Southern Ijaw,4,Olodiama II,23431_4
164,Nigeria,2021,Bayelsa,23431,Southern Ijaw,5,Otuan,23431_5
164,Nigeria,2021,Bayelsa,23431,Southern Ijaw,2,Oporoma II,23431_2
164,Nigeria,2021,Bayelsa,23431,Southern Ijaw,1,Oporoma I,23431_1
164,Nigeria,2021,Bayelsa,23431,Southern Ijaw,3,Olodiama I,23431_3
164,Nigeria,2021,Bayelsa,23431,Southern Ijaw,12,East Bomo I,23431_12
164,Nigeria,2021,Bayelsa,23431,Southern Ijaw,13,East Bomo II,23431_13
164,Nigeria,2021,Bayelsa,23431,Southern Ijaw,7,Central Bomo I,23431_7
164,Nigeria,2021,Bayelsa,23431,Southern Ijaw,8,Central Bomo II,23431_8
164,Nigeria,2021,Bayelsa,23431,Southern Ijaw,6,West Bomo,23431_6
164,Nigeria,2021,Bayelsa,23431,Southern Ijaw,15,Apoi,23431_15
164,Nigeria,2021,Bayelsa,23431,Southern Ijaw,17,Koluama,23431_17
164,Nigeria,2021,Bayelsa,23431,Southern Ijaw,16,Ukubie,23431_16
164,Nigeria,2021,Bayelsa,23428,Nembe,9,Okoroma I,23428_9
164,Nigeria,2021,Bayelsa,23428,Nembe,10,Okoroma II,23428_10
164,Nigeria,2021,Bayelsa,23428,Nembe,8,Igbeta-Ewoama/Fantuo,23428_8
164,Nigeria,2021,Bayelsa,23428,Nembe,2,Ogbolomabiri II,23428_2
164,Nigeria,2021,Bayelsa,23428,Nembe,3,Ogbolomabiri III,23428_3
164,Nigeria,2021,Bayelsa,23428,Nembe,1,Ogbolomabiri I,23428_1
164,Nigeria,2021,Bayelsa,23428,Nembe,4,Bassambiri I,23428_4
164,Nigeria,2021,Bayelsa,23428,Nembe,6,Bassambiri III,23428_6
164,Nigeria,2021,Bayelsa,23428,Nembe,5,Bassambiri II,23428_5
164,Nigeria,2021,Bayelsa,23428,Nembe,11,Mini,23428_11
164,Nigeria,2021,Bayelsa,23428,Nembe,12,Ikensi,23428_12
164,Nigeria,2021,Bayelsa,23428,Nembe,7,Bassambiri IV,23428_7
164,Nigeria,2021,Bayelsa,23428,Nembe,13,Oluasiri,23428_13
164,Nigeria,2021,Bayelsa,23432,Yenagoa,3,Attissa III,23432_3
164,Nigeria,2021,Bayelsa,23432,Yenagoa,1,Attissa I,23432_1
164,Nigeria,2021,Bayelsa,23432,Yenagoa,5,Epie II,23432_5
164,Nigeria,2021,Bayelsa,23432,Yenagoa,6,Epie III,23432_6
164,Nigeria,2021,Bayelsa,23432,Yenagoa,4,Epie I,23432_4
164,Nigeria,2021,Bayelsa,23432,Yenagoa,11,Ekpetiama II,23432_11
164,Nigeria,2021,Bayelsa,23432,Yenagoa,2,Attissa II,23432_2
164,Nigeria,2021,Bayelsa,23432,Yenagoa,9,Gbarain III,23432_9
164,Nigeria,2021,Bayelsa,23432,Yenagoa,7,Gbarain I,23432_7
164,Nigeria,2021,Bayelsa,23432,Yenagoa,8,Gbarain II,23432_8
164,Nigeria,2021,Bayelsa,23432,Yenagoa,12,Biseni I,23432_12
164,Nigeria,2021,Bayelsa,23432,Yenagoa,13,Biseni II,23432_13
164,Nigeria,2021,Bayelsa,23432,Yenagoa,14,Okordia,23432_14
164,Nigeria,2021,Bayelsa,23432,Yenagoa,15,Zarama,23432_15
164,Nigeria,2021,Bayelsa,23427,Kolokuma-Opokuma,10,Okoloba (Sabagreia) II,23427_10
164,Nigeria,2021,Bayelsa,23432,Yenagoa,10,Ekpetiama I,23432_10
164,Nigeria,2021,Bayelsa,23429,Ogbia,10,Oloibiri,23429_10
164,Nigeria,2021,Bayelsa,23429,Ogbia,4,Anyama,23429_4
164,Nigeria,2021,Bayelsa,23429,Ogbia,3,Ologi,23429_3
164,Nigeria,2021,Bayelsa,23429,Ogbia,13,Otuabula,23429_13
164,Nigeria,2021,Bayelsa,23429,Ogbia,1,Ogbia,23429_1
164,Nigeria,2022,Benue,23433,Ado,1,Akoge/Ogbilolo,23433_1
164,Nigeria,2022,Benue,23433,Ado,2,Apa,23433_2
164,Nigeria,2022,Benue,23433,Ado,10,Ulayi,23433_10
164,Nigeria,2022,Benue,23433,Ado,6,Ijigban,23433_6
164,Nigeria,2022,Benue,23433,Ado,3,Ekile,23433_3
164,Nigeria,2022,Benue,23433,Ado,4,Igumale I,23433_4
164,Nigeria,2022,Benue,23433,Ado,5,Igumale II,23433_5
164,Nigeria,2022,Benue,23433,Ado,7,Ogege,23433_7
164,Nigeria,2022,Benue,23433,Ado,9,Ukwonyo,23433_9
164,Nigeria,2022,Benue,23433,Ado,8,Royongo,23433_8
164,Nigeria,2022,Benue,23434,Agatu,10,Usha,23434_10
164,Nigeria,2022,Benue,23434,Agatu,3,Obagaji,23434_3
164,Nigeria,2022,Benue,23434,Agatu,1,Egba,23434_1
164,Nigeria,2022,Benue,23434,Agatu,8,Okokolo,23434_8
164,Nigeria,2022,Benue,23434,Agatu,4,Odugbeho,23434_4
164,Nigeria,2022,Benue,23434,Agatu,5,Ogbaulu,23434_5
164,Nigeria,2022,Benue,23434,Agatu,9,Oshigbudu,23434_9
164,Nigeria,2022,Benue,23434,Agatu,2,Enungba,23434_2
164,Nigeria,2022,Benue,23434,Agatu,6,Ogwule-Kaduna,23434_6
164,Nigeria,2022,Benue,23434,Agatu,7,Ogwule Ogbaulu,23434_7
164,Nigeria,2022,Benue,23435,Apa,1,Akpete/Ojantelle,23435_1
164,Nigeria,2022,Benue,23435,Apa,6,Igoro,23435_6
164,Nigeria,2022,Benue,23435,Apa,11,Ugbokpo,23435_11
164,Nigeria,2022,Benue,23435,Apa,7,Ikobi,23435_7
164,Nigeria,2022,Benue,23435,Apa,4,Edikwu II,23435_4
164,Nigeria,2022,Benue,23435,Apa,9,Ofoke,23435_9
164,Nigeria,2022,Benue,23435,Apa,3,Edikwu I,23435_3
164,Nigeria,2022,Benue,23435,Apa,2,Auke,23435_2
164,Nigeria,2022,Benue,23435,Apa,8,Oba,23435_8
164,Nigeria,2022,Benue,23435,Apa,5,Igah-Okpaya,23435_5
164,Nigeria,2022,Benue,23435,Apa,10,Oiji,23435_10
164,Nigeria,2022,Benue,23436,Buruku,11,Mbaya,23436_11
164,Nigeria,2022,Benue,23436,Buruku,5,Mbaapen,23436_5
164,Nigeria,2022,Benue,23436,Buruku,1,Binev,23436_1
164,Nigeria,2022,Benue,23436,Buruku,6,Mbaatirkyaa,23436_6
164,Nigeria,2022,Benue,23436,Buruku,8,Mbaikyongo/Nyifon,23436_8
164,Nigeria,2022,Benue,23436,Buruku,10,Mbakyaan,23436_10
164,Nigeria,2022,Benue,23436,Buruku,12,Mbayaka,23436_12
164,Nigeria,2022,Benue,23436,Buruku,13,Shorov,23436_13
164,Nigeria,2022,Benue,23436,Buruku,9,Mbaityough,23436_9
164,Nigeria,2022,Benue,23436,Buruku,7,Mbaazagee,23436_7
164,Nigeria,2022,Benue,23436,Buruku,3,Mbaade,23436_3
164,Nigeria,2022,Benue,23436,Buruku,2,Etulo,23436_2
164,Nigeria,2022,Benue,23436,Buruku,4,Mbaakura,23436_4
164,Nigeria,2022,Benue,23437,Gboko,9,Mbadim,23437_9
164,Nigeria,2022,Benue,23437,Gboko,6,Mbaanku,23437_6
164,Nigeria,2022,Benue,23437,Gboko,11,Mbakwen,23437_11
164,Nigeria,2022,Benue,23437,Gboko,8,Mbadam,23437_8
164,Nigeria,2022,Benue,23437,Gboko,7,Mbaa Varakaa,23437_7
164,Nigeria,2022,Benue,23437,Gboko,12,Mbatan,23437_12
164,Nigeria,2022,Benue,23437,Gboko,13,Mbatser,23437_13
164,Nigeria,2022,Benue,23437,Gboko,14,Mbatyu,23437_14
164,Nigeria,2022,Benue,23437,Gboko,15,Ukpekpe,23437_15
164,Nigeria,2022,Benue,23437,Gboko,16,Yandev North,23437_16
164,Nigeria,2022,Benue,23437,Gboko,17,Yandev South,23437_17
164,Nigeria,2022,Benue,23437,Gboko,5,Igyorov,23437_5
164,Nigeria,2022,Benue,23437,Gboko,10,Mbakper,23437_10
164,Nigeria,2022,Benue,23437,Gboko,3,Gboko North West,23437_3
164,Nigeria,2022,Benue,23437,Gboko,2,Gboko East,23437_2
164,Nigeria,2022,Benue,23437,Gboko,1,Gbk/Central Market,23437_1
164,Nigeria,2022,Benue,23437,Gboko,4,Gboko South,23437_4
164,Nigeria,2022,Benue,23438,Guma,1,Abinsi,23438_1
164,Nigeria,2022,Benue,23438,Guma,2,Kaambe,23438_2
164,Nigeria,2022,Benue,23438,Guma,9,Saghev,23438_9
164,Nigeria,2022,Benue,23438,Guma,3,Mbabai,23438_3
164,Nigeria,2022,Benue,23438,Guma,4,Mbadwem,23438_4
164,Nigeria,2022,Benue,23438,Guma,5,Mbawa,23438_5
164,Nigeria,2022,Benue,23438,Guma,6,Mbayer/Yandev,23438_6
164,Nigeria,2022,Benue,23438,Guma,7,Nyiev,23438_7
164,Nigeria,2022,Benue,23438,Guma,8,Nzorov,23438_8
164,Nigeria,2022,Benue,23438,Guma,10,Uvir,23438_10
164,Nigeria,2022,Benue,23439,Gwer East,7,Mbaiase,23439_7
164,Nigeria,2022,Benue,23439,Gwer East,1,Akpach'ayi,23439_1
164,Nigeria,2022,Benue,23439,Gwer East,9,Mbaikyaan,23439_9
164,Nigeria,2022,Benue,23439,Gwer East,4,Ikyogbajir,23439_4
164,Nigeria,2022,Benue,23439,Gwer East,12,Mbayom,23439_12
164,Nigeria,2022,Benue,23439,Gwer East,14,Ugee,23439_14
164,Nigeria,2022,Benue,23439,Gwer East,5,Ikyonov,23439_5
164,Nigeria,2022,Benue,23439,Gwer East,2,Aliade Town,23439_2
164,Nigeria,2022,Benue,23439,Gwer East,6,Mbabur,23439_6
164,Nigeria,2022,Benue,23439,Gwer East,11,Mbasombo,23439_11
164,Nigeria,2022,Benue,23439,Gwer East,10,Mbalom,23439_10
164,Nigeria,2022,Benue,23439,Gwer East,8,Mbaikyu,23439_8
164,Nigeria,2022,Benue,23439,Gwer East,13,Shough,23439_13
164,Nigeria,2022,Benue,23439,Gwer East,3,Gbemacha,23439_3
164,Nigeria,2022,Benue,23440,Gwer West,1,Avihijime,23440_1
164,Nigeria,2022,Benue,23440,Gwer West,14,Tijime,23440_14
164,Nigeria,2022,Benue,23440,Gwer West,15,Isambe/Mbasev,23440_15
164,Nigeria,2022,Benue,23440,Gwer West,13,Sengev/Yengev,23440_13
164,Nigeria,2022,Benue,23440,Gwer West,10,Merkyen,23440_10
164,Nigeria,2022,Benue,23440,Gwer West,4,Ikyaghev,23440_4
164,Nigeria,2022,Benue,23440,Gwer West,11,Sagher/Ukusu,23440_11
164,Nigeria,2022,Benue,23440,Gwer West,8,Mbanyamshi,23440_8
164,Nigeria,2022,Benue,23440,Gwer West,5,Ityoughatee/Injaha,23440_5
164,Nigeria,2022,Benue,23440,Gwer West,9,Mbapa,23440_9
164,Nigeria,2022,Benue,23440,Gwer West,6,Mbabuande,23440_6
164,Nigeria,2022,Benue,23440,Gwer West,7,Mbachohon,23440_7
164,Nigeria,2022,Benue,23440,Gwer West,3,Gbaange/Tongov,23440_3
164,Nigeria,2022,Benue,23440,Gwer West,2,Gaambe - Ushin,23440_2
164,Nigeria,2022,Benue,23440,Gwer West,12,Sengev,23440_12
164,Nigeria,2022,Benue,23441,Katsina- Ala,6,Mbajir,23441_6
164,Nigeria,2022,Benue,23441,Katsina- Ala,7,Mbatula/Mberev,23441_7
164,Nigeria,2022,Benue,23441,Katsina- Ala,8,Mbayongo,23441_8
164,Nigeria,2022,Benue,23441,Katsina- Ala,12,Yooyo,23441_12
164,Nigeria,2022,Benue,23441,Katsina- Ala,9,Michihe,23441_9
164,Nigeria,2022,Benue,23441,Katsina- Ala,4,Katsina-ala Town,23441_4
164,Nigeria,2022,Benue,23441,Katsina- Ala,2,Ikurav Tiev II,23441_2
164,Nigeria,2022,Benue,23441,Katsina- Ala,1,Ikurav Tiev I,23441_1
164,Nigeria,2022,Benue,23441,Katsina- Ala,3,Iwar(Tongov I),23441_3
164,Nigeria,2022,Benue,23441,Katsina- Ala,5,Mbacher,23441_5
164,Nigeria,2022,Benue,23441,Katsina- Ala,11,Utange,23441_11
164,Nigeria,2022,Benue,23441,Katsina- Ala,10,Tiir(Tongov II),23441_10
164,Nigeria,2022,Benue,23442,Konshisha,10,Mbayegh/Mbaikyer,23442_10
164,Nigeria,2022,Benue,23442,Konshisha,5,Mbake,23442_5
164,Nigeria,2022,Benue,23442,Konshisha,9,Mbawar,23442_9
164,Nigeria,2022,Benue,23442,Konshisha,7,Mbatsen,23442_7
164,Nigeria,2022,Benue,23442,Konshisha,6,Mbanor,23442_6
164,Nigeria,2022,Benue,23442,Konshisha,8,Mbavoa,23442_8
164,Nigeria,2022,Benue,23442,Konshisha,11,Tse-Agberagba,23442_11
164,Nigeria,2022,Benue,23442,Konshisha,1,Ikyurav/Mbatwer,23442_1
164,Nigeria,2022,Benue,23442,Konshisha,2,Mbagusa/mbatser,23442_2
164,Nigeria,2022,Benue,23442,Konshisha,4,Mbaiwarnyam,23442_4
164,Nigeria,2022,Benue,23442,Konshisha,3,Mbaikyase,23442_3
164,Nigeria,2022,Benue,23444,Logo,7,Tombo,23444_7
164,Nigeria,2022,Benue,23444,Logo,2,Mbagber,23444_2
164,Nigeria,2022,Benue,23444,Logo,9,Ukembergya/Iswarev,23444_9
164,Nigeria,2022,Benue,23444,Logo,5,Mbavuur,23444_5
164,Nigeria,2022,Benue,23444,Logo,8,Turan,23444_8
164,Nigeria,2022,Benue,23444,Logo,6,Nenzev,23444_6
164,Nigeria,2022,Benue,23444,Logo,4,Mbayam,23444_4
164,Nigeria,2022,Benue,23444,Logo,1,Mbadyul,23444_1
164,Nigeria,2022,Benue,23444,Logo,3,Mbater,23444_3
164,Nigeria,2022,Benue,23444,Logo,10,Yonov,23444_10
164,Nigeria,2022,Benue,23445,Makurdi,7,Mbalagh,23445_7
164,Nigeria,2022,Benue,23445,Makurdi,1,Agan,23445_1
164,Nigeria,2022,Benue,23445,Makurdi,9,North Bank I,23445_9
164,Nigeria,2022,Benue,23445,Makurdi,10,North Bank II,23445_10
164,Nigeria,2022,Benue,23445,Makurdi,6,Fildi,23445_6
164,Nigeria,2022,Benue,23445,Makurdi,11,Wailomayo,23445_11
164,Nigeria,2022,Benue,23445,Makurdi,5,Clerks/Market,23445_5
164,Nigeria,2022,Benue,23445,Makurdi,4,Central/South Mission,23445_4
164,Nigeria,2022,Benue,23445,Makurdi,2,Ankpa/Wadata,23445_2
164,Nigeria,2022,Benue,23445,Makurdi,3,Bar,23445_3
164,Nigeria,2022,Benue,23445,Makurdi,8,Modern Market,23445_8
164,Nigeria,2022,Benue,23446,Obi,9,Ogore,23446_9
164,Nigeria,2022,Benue,23446,Obi,7,Obeko,23446_7
164,Nigeria,2022,Benue,23446,Obi,1,Adiko,23446_1
164,Nigeria,2022,Benue,23446,Obi,3,Ikwokwu,23446_3
164,Nigeria,2022,Benue,23446,Obi,8,Odiapa,23446_8
164,Nigeria,2022,Benue,23446,Obi,5,Itogo,23446_5
164,Nigeria,2022,Benue,23446,Obi,4,Irabi,23446_4
164,Nigeria,2022,Benue,23446,Obi,11,Okwutungbe,23446_11
164,Nigeria,2022,Benue,23446,Obi,6,Obarike,23446_6
164,Nigeria,2022,Benue,23446,Obi,10,Okpokwu,23446_10
164,Nigeria,2022,Benue,23446,Obi,2,Adum West,23446_2
164,Nigeria,2022,Benue,23446,Obi,12,Orihi,23446_12
164,Nigeria,2022,Benue,23447,Ogbadibo,7,Ehaje II,23447_7
164,Nigeria,2022,Benue,23447,Ogbadibo,6,Ehaje I,23447_6
164,Nigeria,2022,Benue,23447,Ogbadibo,11,Orokam I,23447_11
164,Nigeria,2022,Benue,23447,Ogbadibo,12,Orokam II,23447_12
164,Nigeria,2022,Benue,23447,Ogbadibo,13,Orokam III,23447_13
164,Nigeria,2022,Benue,23447,Ogbadibo,5,Ai-Oono III,23447_5
164,Nigeria,2022,Benue,23447,Ogbadibo,3,Ai-Oono I,23447_3
164,Nigeria,2022,Benue,23447,Ogbadibo,2,Ai-Oodo II,23447_2
164,Nigeria,2022,Benue,23447,Ogbadibo,4,Ai-oono II,23447_4
164,Nigeria,2022,Benue,23447,Ogbadibo,10,Olachagbaha,23447_10
164,Nigeria,2022,Benue,23447,Ogbadibo,1,Ai-Oodo I,23447_1
164,Nigeria,2022,Benue,23447,Ogbadibo,8,Itabono I,23447_8
164,Nigeria,2022,Benue,23447,Ogbadibo,9,Itabono II,23447_9
164,Nigeria,2022,Benue,23449,Oju,6,Oboru/Oye,23449_6
164,Nigeria,2022,Benue,23449,Oju,10,Owo,23449_10
164,Nigeria,2022,Benue,23449,Oju,1,Adokpa,23449_1
164,Nigeria,2022,Benue,23449,Oju,8,Okpokpo,23449_8
164,Nigeria,2022,Benue,23449,Oju,9,Okwudu,23449_9
164,Nigeria,2022,Benue,23449,Oju,4,Idelle,23449_4
164,Nigeria,2022,Benue,23449,Oju,2,Ainu,23449_2
164,Nigeria,2022,Benue,23449,Oju,5,Iyeche,23449_5
164,Nigeria,2022,Benue,23449,Oju,7,Oju,23449_7
164,Nigeria,2022,Benue,23449,Oju,3,Ibilla,23449_3
164,Nigeria,2022,Benue,23449,Oju,11,Ukpa/Ainu Ette,23449_11
164,Nigeria,2022,Benue,23448,Ohimini,6,Ochobo,23448_6
164,Nigeria,2022,Benue,23448,Ohimini,7,Oglewu Ehaje,23448_7
164,Nigeria,2022,Benue,23448,Ohimini,8,Oglewu Icho,23448_8
164,Nigeria,2022,Benue,23448,Ohimini,2,Awume Ehaje,23448_2
164,Nigeria,2022,Benue,23448,Ohimini,1,Agadagba,23448_1
164,Nigeria,2022,Benue,23448,Ohimini,4,Ehatokpe,23448_4
164,Nigeria,2022,Benue,23448,Ohimini,3,Awume Icho,23448_3
164,Nigeria,2022,Benue,23448,Ohimini,5,Idekpa,23448_5
164,Nigeria,2022,Benue,23448,Ohimini,9,Onyagede-Ehaje (Alle),23448_9
164,Nigeria,2022,Benue,23448,Ohimini,10,Onyagede Icho (Ogoli),23448_10
164,Nigeria,2022,Benue,23450,Okpokwu,10,Okpoga South,23450_10
164,Nigeria,2022,Benue,23450,Okpokwu,3,Ichama II,23450_3
164,Nigeria,2022,Benue,23450,Okpokwu,5,Ojoga,23450_5
164,Nigeria,2022,Benue,23450,Okpokwu,11,Okpoga West,23450_11
164,Nigeria,2022,Benue,23450,Okpokwu,4,Ojigo,23450_4
164,Nigeria,2022,Benue,23450,Okpokwu,2,Eke,23450_2
164,Nigeria,2022,Benue,23450,Okpokwu,7,Okpaile/Ingle,23450_7
164,Nigeria,2022,Benue,23450,Okpokwu,8,Okpoga Central,23450_8
164,Nigeria,2022,Benue,23450,Okpokwu,6,Okonobo,23450_6
164,Nigeria,2022,Benue,23450,Okpokwu,1,Amejo,23450_1
164,Nigeria,2022,Benue,23450,Okpokwu,12,Ugbokolo,23450_12
164,Nigeria,2022,Benue,23450,Okpokwu,9,Okpoga North,23450_9
164,Nigeria,2022,Benue,23451,Oturkpo,3,Allan,23451_3
164,Nigeria,2022,Benue,23451,Oturkpo,7,Otobi,23451_7
164,Nigeria,2022,Benue,23451,Oturkpo,11,Ugboju-Ehaje,23451_11
164,Nigeria,2022,Benue,23451,Oturkpo,5,Ewulo,23451_5
164,Nigeria,2022,Benue,23451,Oturkpo,6,Okete,23451_6
164,Nigeria,2022,Benue,23451,Oturkpo,9,Otukpo Town East,23451_9
164,Nigeria,2022,Benue,23451,Oturkpo,10,Otukpo Town West,23451_10
164,Nigeria,2022,Benue,23451,Oturkpo,8,Otukpo Town Central,23451_8
164,Nigeria,2022,Benue,23451,Oturkpo,4,Entekpa,23451_4
164,Nigeria,2022,Benue,23451,Oturkpo,2,Adoka-Haje,23451_2
164,Nigeria,2022,Benue,23451,Oturkpo,1,Adoka-Icho,23451_1
164,Nigeria,2022,Benue,23451,Oturkpo,12,Ugboju-Icho,23451_12
164,Nigeria,2022,Benue,23451,Oturkpo,13,Ugboju-Otahe,23451_13
164,Nigeria,2022,Benue,23452,Tarka,4,Mbaigba,23452_4
164,Nigeria,2022,Benue,23452,Tarka,9,Shitile,23452_9
164,Nigeria,2022,Benue,23452,Tarka,10,Tongov,23452_10
164,Nigeria,2022,Benue,23452,Tarka,1,Mbaajir Akaa,23452_1
164,Nigeria,2022,Benue,23452,Tarka,3,Mbachaver Ikyondo,23452_3
164,Nigeria,2022,Benue,23452,Tarka,6,Mbaikyo/Mbayia,23452_6
164,Nigeria,2022,Benue,23452,Tarka,5,Mbaikyaa,23452_5
164,Nigeria,2022,Benue,23452,Tarka,7,Mbakwakem,23452_7
164,Nigeria,2022,Benue,23452,Tarka,2,Mbaayo,23452_2
164,Nigeria,2022,Benue,23452,Tarka,8,Mbanyagber,23452_8
164,Nigeria,2022,Benue,23453,Ukum,11,Tsaav,23453_11
164,Nigeria,2022,Benue,23453,Ukum,7,Lumbuv,23453_7
164,Nigeria,2022,Benue,23453,Ukum,1,Aterayange,23453_1
164,Nigeria,2022,Benue,23453,Ukum,2,Azendeshi,23453_2
164,Nigeria,2022,Benue,23453,Ukum,4,Ityuluv,23453_4
164,Nigeria,2022,Benue,23453,Ukum,5,Kendev,23453_5
164,Nigeria,2022,Benue,23453,Ukum,9,Mbayenge,23453_9
164,Nigeria,2022,Benue,23453,Ukum,13,Uyam,23453_13
164,Nigeria,2022,Benue,23453,Ukum,6,Kundav,23453_6
164,Nigeria,2022,Benue,23453,Ukum,12,Ugbaam,23453_12
164,Nigeria,2022,Benue,23453,Ukum,3,Borikyo,23453_3
164,Nigeria,2022,Benue,23453,Ukum,8,Mbatian,23453_8
164,Nigeria,2022,Benue,23453,Ukum,10,Mbazun,23453_10
164,Nigeria,2022,Benue,23454,Ushongo,2,Ikyov,23454_2
164,Nigeria,2022,Benue,23454,Ushongo,10,Mbayegh,23454_10
164,Nigeria,2022,Benue,23454,Ushongo,11,Utange,23454_11
164,Nigeria,2022,Benue,23454,Ushongo,8,Mbagwaza,23454_8
164,Nigeria,2022,Benue,23454,Ushongo,7,Mbagba,23454_7
164,Nigeria,2022,Benue,23454,Ushongo,1,Atikyese,23454_1
164,Nigeria,2022,Benue,23454,Ushongo,3,Lessel,23454_3
164,Nigeria,2022,Benue,23454,Ushongo,9,Mbakuha,23454_9
164,Nigeria,2022,Benue,23454,Ushongo,5,Mbaanyam,23454_5
164,Nigeria,2022,Benue,23454,Ushongo,4,Mbaaka,23454_4
164,Nigeria,2022,Benue,23454,Ushongo,6,Mbagwe,23454_6
164,Nigeria,2022,Benue,23455,Vandeikya,12,Mbanyumangbagh,23455_12
164,Nigeria,2022,Benue,23455,Vandeikya,2,Mbatyough,23455_2
164,Nigeria,2022,Benue,23455,Vandeikya,8,Mbayongo,23455_8
164,Nigeria,2022,Benue,23455,Vandeikya,4,Mbagbera,23455_4
164,Nigeria,2022,Benue,23455,Vandeikya,11,Vandeikya Township,23455_11
164,Nigeria,2022,Benue,23455,Vandeikya,6,Mbakaange,23455_6
164,Nigeria,2022,Benue,23455,Vandeikya,9,Ningev,23455_9
164,Nigeria,2022,Benue,23455,Vandeikya,7,Mbakyaha,23455_7
164,Nigeria,2022,Benue,23455,Vandeikya,1,Mbadede,23455_1
164,Nigeria,2022,Benue,23455,Vandeikya,3,Mbagbam,23455_3
164,Nigeria,2022,Benue,23455,Vandeikya,5,Mbajor,23455_5
164,Nigeria,2022,Benue,23455,Vandeikya,10,Tsambe,23455_10
164,Nigeria,2022,Benue,23443,Kwande,3,Liev II,23443_3
164,Nigeria,2022,Benue,23443,Kwande,12,Mbayoo,23443_12
164,Nigeria,2022,Benue,23443,Kwande,1,Adikpo Metropolis,23443_1
164,Nigeria,2022,Benue,23443,Kwande,9,Tondov I,23443_9
164,Nigeria,2022,Benue,23443,Kwande,14,Moon,23443_14
164,Nigeria,2022,Benue,23443,Kwande,6,Mbaikyor,23443_6
164,Nigeria,2022,Benue,23443,Kwande,7,Mbaketsa,23443_7
164,Nigeria,2022,Benue,23443,Kwande,4,Mbadura,23443_4
164,Nigeria,2022,Benue,23443,Kwande,9,Tondov I,23443_9
164,Nigeria,2022,Benue,23443,Kwande,13,Yaav,23443_13
164,Nigeria,2022,Benue,23443,Kwande,10,tondov II,23443_10
164,Nigeria,2022,Benue,23443,Kwande,11,Usar,23443_11
164,Nigeria,2022,Benue,23443,Kwande,5,Mbagba/Mbaikyan,23443_5
164,Nigeria,2022,Benue,23443,Kwande,2,Liev  I,23443_2
164,Nigeria,2022,Benue,23443,Kwande,15,Kumakwagh,23443_15
164,Nigeria,2023,Borno,23457,Askira/Uba,9,Ngulde,23457_9
