ID_0,Country,ID_1,State,ID_2,LGA,ID_3,Ward,WARD_ID
164,Nigeria,2017,Adamawa,23337,Guyuk,7,Guyuk,23337_7
164,Nigeria,2017,Adamawa,23337,Guyuk,10,Purokayo,23337_10
164,Nigeria,2017,Adamawa,23337,Guyuk,3,Bodeno,23337_3
164,Nigeria,2017,Adamawa,23337,Guyuk,2,Bobini,23337_2
164,Nigeria,2017,Adamawa,23338,Hong,12,Uba,23338_12
164,Nigeria,2017,Adamawa,23338,Hong,3,Garaha,23338_3
164,Nigeria,2017,Adamawa,23338,Hong,4,Gaya,23338_4
164,Nigeria,2017,Adamawa,23338,Hong,1,Bangshika,23338_1
164,Nigeria,2017,Adamawa,23338,Hong,5,Hildi,23338_5
164,Nigeria,2017,Adamawa,23338,Hong,2,Daksiri,23338_2
164,Nigeria,2017,Adamawa,23338,Hong,7,Hushere Zum,23338_7
164,Nigeria,2017,Adamawa,23338,Hong,8,Kwarhi,23338_8
164,Nigeria,2017,Adamawa,23338,Hong,9,Mayo Lope,23338_9
164,Nigeria,2017,Adamawa,23338,Hong,11,Thilbang,23338_11
164,Nigeria,2017,Adamawa,23338,Hong,6,Hong,23338_6
164,Nigeria,2017,Adamawa,23338,Hong,10,Shangui,23338_10
164,Nigeria,2017,Adamawa,23340,Lamurde,2,Gyawana,23340_2
164,Nigeria,2017,Adamawa,23340,Lamurde,3,Lafiya,23340_3
164,Nigeria,2017,Adamawa,23340,Lamurde,4,Lamurde,23340_4
164,Nigeria,2017,Adamawa,23340,Lamurde,1,Dubwangun,23340_1
164,Nigeria,2017,Adamawa,23340,Lamurde,7,Opalo,23340_7
164,Nigeria,2017,Adamawa,23340,Lamurde,8,Rigange,23340_8
164,Nigeria,2017,Adamawa,23340,Lamurde,6,Ngbakowo,23340_6
164,Nigeria,2017,Adamawa,23340,Lamurde,5,Mgbebongun,23340_5
164,Nigeria,2017,Adamawa,23340,Lamurde,10,Waduku,23340_10
164,Nigeria,2017,Adamawa,23340,Lamurde,9,Suwa,23340_9
164,Nigeria,2017,Adamawa,23341,Madagali,9,Wagga,23341_9
164,Nigeria,2017,Adamawa,23341,Madagali,6,Madagali,23341_6
164,Nigeria,2017,Adamawa,23341,Madagali,1,Babel,23341_1
164,Nigeria,2017,Adamawa,23341,Madagali,4,Hyambula,23341_4
164,Nigeria,2017,Adamawa,23341,Madagali,3,Gulak,23341_3
164,Nigeria,2017,Adamawa,23341,Madagali,5,K/wuro Ngayandi,23341_5
164,Nigeria,2017,Adamawa,23341,Madagali,2,Duhu/ Shuwa,23341_2
164,Nigeria,2017,Adamawa,23341,Madagali,7,Pallam,23341_7
164,Nigeria,2017,Adamawa,23341,Madagali,10,Wula,23341_10
164,Nigeria,2017,Adamawa,23341,Madagali,8,Shelmi / Sukur/ Vapura,23341_8
164,Nigeria,2017,Adamawa,23342,Maiha,6,Mayonguli,23342_6
164,Nigeria,2017,Adamawa,23342,Maiha,4,Maiha Gari,23342_4
164,Nigeria,2017,Adamawa,23342,Maiha,2,Humbutudi,23342_2
164,Nigeria,2017,Adamawa,23342,Maiha,7,Pakka,23342_7
164,Nigeria,2017,Adamawa,23342,Maiha,5,Manjekin,23342_5
164,Nigeria,2017,Adamawa,23342,Maiha,10,Tambajam,23342_10
164,Nigeria,2017,Adamawa,23342,Maiha,8,Sorau 'A',23342_8
164,Nigeria,2017,Adamawa,23342,Maiha,9,Sorau 'B',23342_9
164,Nigeria,2017,Adamawa,23342,Maiha,3,Konkol,23342_3
164,Nigeria,2017,Adamawa,23342,Maiha,1,Belel,23342_1
164,Nigeria,2017,Adamawa,23343,Mayo-Belwa,5,Gorobi,23343_5
164,Nigeria,2017,Adamawa,23343,Mayo-Belwa,1,Bajama,23343_1
164,Nigeria,2017,Adamawa,23343,Mayo-Belwa,4,Gengle,23343_4
164,Nigeria,2017,Adamawa,23343,Mayo-Belwa,9,Ndikong,23343_9
164,Nigeria,2017,Adamawa,23343,Mayo-Belwa,10,Ribadu,23343_10
164,Nigeria,2017,Adamawa,23343,Mayo-Belwa,12,Yoffo,23343_12
